Company Name, ,Class 10 Percentage,Class 12 Percentage,Graduation Percentage,Degree,Additional Qualifications,Extra Courses,Specialisation,Languages Known,Skills,Past Experience (months),Preferred Work Location,Achievements,Projects,Competitions,Publications,Patents,Internship Stipend (?/month),Internship Duration (months),Department,Internship Type,Contact Email,Contact Phone,Application Deadline
LEMON TREE HOTELS LIMITED,"Noida, Uttar Pradesh",98,60.64,62.75,B.Tech,None,,Civil,Tamil,SQL; Data Analysis,12,"Jaipur, Rajasthan",No notable achievements,Chatbot for FAQs,Coding Contest Top 10,Journal article on Renewable Energy,Patent on Sensor Design,20797,12,IT,Onsite,sankarananiruddh@doctor-sawhney.com,827437101,2026-02-04
THOMAS COOK (INDIA) LIMITED,"Bengaluru, Karnataka",83,97.58,84.44,B.E.,Oracle Certified,,Mechanical,Punjabi; Kannada,Customer Service; SQL,0,"Thiruvananthapuram, Kerala",Developed a forecasting model,Energy consumption optimization project,None,No publications,No patents,28700,2,Operations,Hybrid,adirachauhan@soni.com,5143338396,2026-01-27
FARIDA SHOES PRIVATE LIMITED,"Ahmedabad, Gujarat",73,62.73,84.21,B.Com,Financial Modeling Certificate,Coursera: Data Science; Advanced Excel,Chemical,Kannada,Problem Solving; Sales; MS Excel; Communication; R,0,"Jaipur, Rajasthan",Published a project report,Mobile app for local services; E-commerce recommendation engine,Math Olympiad State Level,No publications,No patents,7799,10,Engineering,Remote,jayanmann@varma.info,4827683869,2025-11-25
JSW SPORTS PRIVATE LIMITED,"Noida, Uttar Pradesh",67,70.44,70.43,B.A.,Oracle Certified,,Electronics,English; Marathi,R; Problem Solving; SQL; Power BI; Java,0,"Noida, Uttar Pradesh",Internship at local startup,IoT based monitoring system; Energy consumption optimization project,Business Plan Runner-up,Whitepaper on Supply Chain,No patents,7650,7,Marketing,Remote,dayaleshani@basak-suri.org,4990377314,2025-10-21
SANSPAREILS GREENLANDS PRIVATE LIMITED,"Bhopal, Madhya Pradesh",75,65.32,70.15,Bsc.,Lean Six Sigma Yellow Belt,Coursera: Data Science; AWS Fundamentals,Computer Science,Gujarati; Malayalam,Python; Sales; Data Analysis,0,"Thiruvananthapuram, Kerala",Won college hackathon,NLP sentiment analysis on reviews; Mobile app for local services,None,No publications,Patent pending on Algorithm,33489,1,Data Analytics,Hybrid,hiran35@tripathi-goda.info,56927464,2025-11-08
MAHINDRA LIFESPACE DEVELOPERS LIMITED,"Thiruvananthapuram, Kerala",72,94.68,50.86,B.A.,Cisco CCNA,IBM: Data Analyst,Electrical,Kannada; Bengali,Java; Marketing; Sales,6,"Visakhapatnam, Andhra Pradesh",Internship at local startup,Energy consumption optimization project; Supply chain dashboard,None,Whitepaper on Supply Chain,Patent on Process Optimization,119,6,Engineering,Onsite,priyanshmadan@bhardwaj-deshmukh.com,1651148132,2026-02-19
SOCCER INTERNATIONAL PRIVATE LIMITED,"Chennai, Tamil Nadu",86,77.37,79.63,B.Sc.,Lean Six Sigma Yellow Belt,SAP Basics,Electrical,Marathi; Kannada; Hindi,Sales; Java,0,"Kolkata, West Bengal",Internship at local startup,Customer segmentation analysis,Business Plan Runner-up,No publications,Patent on Sensor Design,10065,9,Data Analytics,Onsite,kanavbajaj@ramesh.biz,1402754493,2026-02-27
AMRAPALI JEWELS PRIVATE LIMITED,"Hyderabad, Telangana",83,61.22,79.76,Diploma,Oracle Certified,None,Electrical,Malayalam,Customer Service; Machine Learning; Tableau,24,"Noida, Uttar Pradesh",Published a project report,Customer segmentation analysis,Business Plan Runner-up,Whitepaper on Supply Chain,Patent pending on Algorithm,10162,12,R&D,Hybrid,rajadivyansh@mannan.com,5900526161,2025-11-26
KOLTE-PATIL DEVELOPERS LIMITED,"Mumbai, Maharashtra",69,74.79,84.28,B.A.,Financial Modeling Certificate,,Data Science,Hindi; English,Tableau; Power BI,0,"Jaipur, Rajasthan",Developed a forecasting model,Energy consumption optimization project,Business Plan Runner-up,No publications,Patent on Process Optimization,33600,11,Engineering,Onsite,shayakramachandran@aggarwal-edwin.com,3679410259,2026-01-29
CARATLANE TRADING PRIVATE LIMITED,"Gurugram, Haryana",71,77.13,68.49,Diploma,None,AWS Fundamentals,Computer Science,Tamil; Gujarati; Oriya,SQL; C++; Customer Service; Sales; Problem Solving,12,"Mumbai, Maharashtra",No notable achievements,Customer segmentation analysis,Case Study Competition,Conference Paper on ML,Patent on Process Optimization,31152,11,Operations,Onsite,dugaranaya@zachariah-lad.com,1051314637,2025-10-12
BOOKING.COM INDIA SUPPORT & MARKETING SERVICES PRIVATE LIMITED,"Ahmedabad, Gujarat",61,64.6,58.02,B.Com,Certified Data Analyst,,Electronics,Malayalam,Sales; C++; Power BI; Machine Learning,0,"Jaipur, Rajasthan",Published a project report,IoT based monitoring system,Case Study Competition,Whitepaper on Supply Chain,Patent pending on Algorithm,32319,4,Engineering,Hybrid,rattashaan@kumar.com,95956007,2026-03-03
DECATHLON SPORTS INDIA PRIVATE LIMITED,"Ahmedabad, Gujarat",61,94.17,70.25,Bsc.,Lean Six Sigma Yellow Belt,Advanced Excel,Data Science,Malayalam,Machine Learning; SQL,12,"Bhopal, Madhya Pradesh",Won college hackathon,Energy consumption optimization project,Design Challenge Participant,Conference Paper on ML,Patent on Sensor Design,30542,10,Engineering,Remote,goladivyansh@kala.net,4504635097,2025-10-18
TATA SIA AIRLINES LIMITED,"Pune, Maharashtra",81,83.97,71.16,B.Sc.,Cisco CCNA,Coursera: Data Science,Mechanical,Tamil; Gujarati; Hindi,Communication; Customer Service; HTML/CSS,24,"Ahmedabad, Gujarat",No notable achievements,Supply chain dashboard,Case Study Competition,Whitepaper on Supply Chain,Patent pending on Algorithm,32738,3,Operations,Hybrid,dhruv86@kibe.biz,4036841360,2025-11-19
COSCO (INDIA) LIMITED,"Gurugram, Haryana",87,76.55,72.76,B.Com,Financial Modeling Certificate,,Mechanical,Kannada; English; Punjabi,C++; Problem Solving; JavaScript; Data Analysis; Power BI,0,"Ahmedabad, Gujarat",Won college hackathon,NLP sentiment analysis on reviews; Automated invoice processing,Design Challenge Participant,No publications,No patents,9640,2,Data Analytics,Hybrid,nitaraedwin@solanki.biz,3737593038,2025-11-25
HIDESIGN INDIA PRIVATE LIMITED,"Bhopal, Madhya Pradesh",68,76.66,68.27,B.Com,Lean Six Sigma Yellow Belt,NPTEL: Machine Learning,Biotechnology,Hindi,Machine Learning; HTML/CSS; Power BI,0,"Gurugram, Haryana",Developed a forecasting model,Customer segmentation analysis; Sales forecasting model,Business Plan Runner-up,Whitepaper on Supply Chain,Patent on Sensor Design,66,5,R&D,Onsite,mannat15@golla.com,973181689,2025-11-22
SHIV-NARESH SPORTS PRIVATE LIMITED,"Ahmedabad, Gujarat",82,87.95,54.35,B.Com,None,,Civil,Hindi; Bengali,MS Excel; Power BI; Problem Solving,24,"Chennai, Tamil Nadu",Won college hackathon,E-commerce recommendation engine; Customer segmentation analysis,None,Magazine article on Finance,No patents,28537,12,HR,Remote,randhawashalv@kumar-thakkar.info,1239665112,2026-01-12
MARRIOTT HOTELS INDIA PRIVATE LIMITED (TRF.),"Ahmedabad, Gujarat",72,69.43,69.59,B.Tech,Certified Data Analyst,,Electrical,Marathi,Python; Sales; Communication; Data Analysis,24,"Lucknow, Uttar Pradesh",Won college hackathon,Energy consumption optimization project,None,Conference Paper on ML,Patent on Process Optimization,22220,6,R&D,Hybrid,udalal@kari.com,5076053606,2025-12-15
YATRA FOR BUSINESS PRIVATE LIMITED,"Mumbai, Maharashtra",66,95.57,86.93,B.Com,None,,Biotechnology,Telugu; Malayalam,Python; Machine Learning,0,"Pune, Maharashtra",Internship at local startup,Sales forecasting model,Case Study Competition,Journal article on Renewable Energy,Patent pending on Algorithm,16109,7,R&D,Remote,faiyazkothari@srivastava.com,2338081300,2025-11-23
ADIDAS INDIA MARKETING PRIVATE LIMITED,"Noida, Uttar Pradesh",75,73.59,65.72,BBA,Lean Six Sigma Yellow Belt,,Computer Science,Hindi,Java; Data Analysis; MS Excel; Problem Solving; Python,0,"Jaipur, Rajasthan",Developed a forecasting model,Customer segmentation analysis; Energy consumption optimization project,Design Challenge Participant,Journal article on Renewable Energy,Patent on Sensor Design,31136,2,Marketing,Remote,jiyasaran@raj.com,1344253292,2025-11-23
DLF CYBER CITY DEVELOPERS LIMITED,"Gurugram, Haryana",1,97.5,84.05,B.Tech,Lean Six Sigma Yellow Belt,AWS Fundamentals,Mechanical,English; Oriya; Bengali,Tableau; Marketing; JavaScript,6,"Jaipur, Rajasthan",Won college hackathon,Mobile app for local services; Customer segmentation analysis,Hackathon Winner,Journal article on Renewable Energy,No patents,14409,6,R&D,Onsite,kartikchhabra@ravel.com,13235568,2025-11-20
RELIANCE INDUSTRIES LIMITED,"Bhopal, Madhya Pradesh",61,93.38,78.79,B.Sc.,Lean Six Sigma Yellow Belt,Coursera: Data Science; Udemy: Web Development,Civil,Kannada,R; C++,6,"Gurugram, Haryana",No notable achievements,Mobile app for local services,Coding Contest Top 10,No publications,Patent pending on Algorithm,30489,3,R&D,Remote,japte@deep.info,3232380196,2026-02-26
TATA CONSULTANCY SERVICES LIMITED,"Lucknow, Uttar Pradesh",66,83.55,69.19,B.Com,None,AWS Fundamentals; Udemy: Web Development,Computer Science,Hindi; Oriya,Python; Problem Solving; MS Excel; Java,24,"Kolkata, West Bengal",Developed a forecasting model,Chatbot for FAQs; Supply chain dashboard,Design Challenge Participant,Conference Paper on ML,No patents,21321,12,Finance,Onsite,xramesh@batra-bali.com,2782426371,2025-12-10
HDFC BANK LIMITED,"Hyderabad, Telangana",86,81.51,72.07,B.Com,Financial Modeling Certificate,None,Electrical,Marathi; Hindi,Power BI; Problem Solving; SQL; Machine Learning,24,"Bhopal, Madhya Pradesh",Published a project report,IoT based monitoring system,Case Study Competition,Magazine article on Finance,Patent on Process Optimization,9624,1,IT,Hybrid,hiranbatta@baral.com,9258786866,2026-01-07
OIL AND NATURAL GAS CORPORATION LIMITED,"Kolkata, West Bengal",97,75.34,68.79,B.Com,None,None,Electronics,Hindi,Sales; Customer Service,6,"Thiruvananthapuram, Kerala",No notable achievements,Automated invoice processing,Business Plan Runner-up,Magazine article on Finance,Patent pending on Algorithm,13889,8,Design,Onsite,ramaswamykimaya@mani.com,69323352,2026-02-12
INFOSYS LIMITED,"Jaipur, Rajasthan",99,96.15,81.72,Diploma,None,,Data Science,Punjabi,Python; Java,0,"Gurugram, Haryana",Developed a forecasting model,Chatbot for FAQs,None,Magazine article on Finance,Patent pending on Algorithm,33747,8,Finance,Hybrid,yuvaan67@raja-manne.com,1308155294,2026-01-11
NTPC LIMITED,"Lucknow, Uttar Pradesh",87,97.09,71.67,Bsc.,Oracle Certified,SAP Basics,Electrical,Malayalam; Punjabi,R; MS Excel,0,"Thiruvananthapuram, Kerala",Developed a forecasting model,Sales forecasting model,Business Plan Runner-up,No publications,Patent on Process Optimization,9574,8,Operations,Onsite,ritvik87@srinivas.com,7253667492,2025-11-16
TATA STEEL LIMITED,"Thiruvananthapuram, Kerala",77,92.87,54.97,B.A.,None,,Electronics,Oriya,Marketing; Communication; Tableau,6,"Visakhapatnam, Andhra Pradesh",Won college hackathon,NLP sentiment analysis on reviews; Customer segmentation analysis,Case Study Competition,No publications,Patent on Process Optimization,25849,3,Operations,Remote,ethaman@ghose.org,7970597521,2026-02-17
ITC LIMITED,"Noida, Uttar Pradesh",70,85.12,77.66,B.A.,Oracle Certified,Coursera: Data Science; AWS Fundamentals,Mechanical,Tamil; Bengali,Sales; Power BI; Java; Problem Solving,24,"Mumbai, Maharashtra",Internship at local startup,NLP sentiment analysis on reviews,Hackathon Winner,Whitepaper on Supply Chain,No patents,17181,10,Marketing,Remote,kondaamani@dubey-badal.com,3528962431,2026-02-15
INDIAN OIL CORPORATION LIMITED,"Noida, Uttar Pradesh",82,58.37,77.99,B.Com,Cisco CCNA,Coursera: Data Science; Advanced Excel,Marketing,English; Tamil,Marketing; Python,0,"Pune, Maharashtra",No notable achievements,Customer segmentation analysis,Coding Contest Top 10,No publications,Patent pending on Algorithm,20255,9,Consulting,Remote,chowdhuryrhea@din.com,3633026752,2025-11-09
ICICI BANK LIMITED,"Hyderabad, Telangana",72,74.75,60.03,B.Com,None,None,Data Science,Telugu,Power BI; Tableau,12,"Gurugram, Haryana",Developed a forecasting model,Chatbot for FAQs,Design Challenge Participant,Journal article on Renewable Energy,Patent pending on Algorithm,14512,3,Operations,Remote,khushi16@solanki-ray.info,8815285221,2026-02-25
POWER GRID CORPORATION OF INDIA LIMITED,"Jaipur, Rajasthan",83,76.39,72.76,B.Tech,Financial Modeling Certificate,NPTEL: Machine Learning,Mechanical,Marathi,Power BI; R; Sales; Marketing,24,"Bengaluru, Karnataka",No notable achievements,Customer segmentation analysis,Case Study Competition,Conference Paper on ML,Patent on Sensor Design,59,10,Consulting,Onsite,wagleneelofar@samra.com,7430420695,2026-01-14
TATA SONS PRIVATE LIMITED,"Visakhapatnam, Andhra Pradesh",95,67.3,68.02,B.E.,Lean Six Sigma Yellow Belt,,Finance,English,R; Java; HTML/CSS; Marketing,0,"Thiruvananthapuram, Kerala",No notable achievements,Chatbot for FAQs,Business Plan Runner-up,No publications,No patents,21486,2,Consulting,Remote,atak@gandhi.com,5482546001,2025-11-12
WIPRO LIMITED,"Thiruvananthapuram, Kerala",99,82.59,71.1,Bsc.,None,SAP Basics; IBM: Data Analyst,Marketing,Punjabi,Data Analysis; Machine Learning; Communication,6,"Mumbai, Maharashtra",Won college hackathon,Supply chain dashboard; Automated invoice processing,Math Olympiad State Level,Magazine article on Finance,Patent on Process Optimization,31441,6,Operations,Onsite,nitaradayal@khatri.com,3377292396,2025-11-19
HCL TECHNOLOGIES LIMITED,"Kolkata, West Bengal",71,73.99,71.67,BBA,None,Google: Digital Marketing; IBM: Data Analyst,Computer Science,Gujarati; Oriya,Problem Solving; Python; Sales; MS Excel; Power BI,0,"Noida, Uttar Pradesh",No notable achievements,Sales forecasting model,None,Magazine article on Finance,Patent pending on Algorithm,33105,9,Engineering,Hybrid,amall@mane.com,5622129222,2025-11-24
HINDUSTAN ZINC LIMITED,"New Delhi, Delhi",91,89.63,79.47,B.Sc.,Cisco CCNA,None,Data Science,Bengali,Sales; Java; Python,0,"Bengaluru, Karnataka",Internship at local startup,Mobile app for local services,Hackathon Winner,Magazine article on Finance,Patent on Process Optimization,25984,8,Marketing,Hybrid,wkadakia@venkatesh-kari.info,7412416059,2025-12-28
RELIANCE JIO INFOCOMM LIMITED,"Mumbai, Maharashtra",68,58.09,66.29,B.A.,Financial Modeling Certificate,None,Computer Science,Hindi; Punjabi; Oriya,Power BI; Machine Learning; MS Excel; Sales; Data Analysis,24,"Hyderabad, Telangana",Developed a forecasting model,Energy consumption optimization project,Business Plan Runner-up,No publications,Patent on Sensor Design,34329,10,Operations,Onsite,raghav24@shroff-sachdev.org,8527858300,2025-12-02
MAHANADI COALFIELDS LIMITED,"Noida, Uttar Pradesh",71,74.76,75.05,Diploma,Certified Data Analyst,None,Chemical,Telugu; Punjabi; Marathi,Python; Customer Service; Data Analysis,0,"Lucknow, Uttar Pradesh",Developed a forecasting model,Customer segmentation analysis,Business Plan Runner-up,Journal article on Renewable Energy,No patents,8809,2,Operations,Onsite,kimayagola@johal.com,9764712680,2026-01-18
NMDC LIMITED,"Jaipur, Rajasthan",68,63.85,54.25,B.E.,Cisco CCNA,None,Civil,Gujarati; Oriya; Punjabi,MS Excel; SQL; Python; Customer Service; JavaScript,6,"Hyderabad, Telangana",Won college hackathon,Energy consumption optimization project; Supply chain dashboard,Case Study Competition,Magazine article on Finance,No patents,11354,7,Data Analytics,Remote,qshanker@jaggi-amble.com,5060924066,2025-12-25
HINDUSTAN UNILEVER LIMITED,"Chennai, Tamil Nadu",79,72.28,67.84,B.Tech,Lean Six Sigma Yellow Belt,,Civil,Hindi; Gujarati,Data Analysis; Communication,12,"Visakhapatnam, Andhra Pradesh",Won college hackathon,Customer segmentation analysis; IoT based monitoring system,Hackathon Winner,No publications,No patents,16031,1,Marketing,Hybrid,fkapur@majumdar.org,6727413178,2025-12-12
REC LIMITED,"Visakhapatnam, Andhra Pradesh",80,70.79,70.52,B.E.,None,,Chemical,Hindi; Kannada; Malayalam,JavaScript; Tableau,0,"Noida, Uttar Pradesh",No notable achievements,IoT based monitoring system; Energy consumption optimization project,Business Plan Runner-up,Whitepaper on Supply Chain,Patent on Process Optimization,21177,4,Consulting,Remote,vihaanzacharia@chakrabarti.net,3294443733,2026-02-19
JSW STEEL LIMITED,"Jaipur, Rajasthan",95,67.81,53.44,B.Com,Lean Six Sigma Yellow Belt,IBM: Data Analyst; AWS Fundamentals,Finance,Telugu,SQL; Marketing; Problem Solving; Java; Tableau,6,"Ahmedabad, Gujarat",Published a project report,Automated invoice processing; Customer segmentation analysis,Math Olympiad State Level,Whitepaper on Supply Chain,Patent on Sensor Design,32024,9,Engineering,Onsite,bariapriyansh@choudhry.net,606374602,2026-02-22
GAIL (INDIA) LIMITED,"Kolkata, West Bengal",65,82.73,52.58,B.E.,Lean Six Sigma Yellow Belt,Udemy: Web Development,Electrical,Kannada; Hindi,Sales; JavaScript,6,"Thiruvananthapuram, Kerala",Published a project report,Energy consumption optimization project,Coding Contest Top 10,Magazine article on Finance,Patent pending on Algorithm,15772,10,HR,Onsite,amira52@mander-anne.com,3888821034,2025-12-27
COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED,"Bhopal, Madhya Pradesh",85,56.24,84.47,B.Com,Financial Modeling Certificate,,Electronics,Telugu,Sales; C++,0,"Noida, Uttar Pradesh",No notable achievements,Sales forecasting model,Business Plan Runner-up,No publications,No patents,30657,4,Engineering,Hybrid,tiyarajan@deshpande.org,9268800651,2025-12-22
LARSEN AND TOUBRO LIMITED,"Ahmedabad, Gujarat",77,59,70.36,B.A.,Certified Data Analyst,,Computer Science,Punjabi; Oriya,R; Sales; MS Excel; Problem Solving; JavaScript,6,"Jaipur, Rajasthan",Won college hackathon,Sales forecasting model; NLP sentiment analysis on reviews,Design Challenge Participant,Whitepaper on Supply Chain,No patents,14417,9,R&D,Onsite,mamooty38@mander-mall.org,4389086369,2025-12-12
AXIS BANK LIMITED,"Mumbai, Maharashtra",93,86.76,66.09,B.Com,Lean Six Sigma Yellow Belt,,Civil,Malayalam; Punjabi,Python; Java; R; Machine Learning,24,"Jaipur, Rajasthan",Internship at local startup,Sales forecasting model,Coding Contest Top 10,Journal article on Renewable Energy,No patents,22998,1,Design,Onsite,pshenoy@goyal-majumdar.org,3586970468,2026-01-13
NORTHERN COALFIELDS LIMITED,"Noida, Uttar Pradesh",79,74.43,82.88,B.A.,None,None,Finance,Oriya,HTML/CSS; Machine Learning; Tableau,0,"Bhopal, Madhya Pradesh",Won college hackathon,Chatbot for FAQs; Supply chain dashboard,Math Olympiad State Level,Journal article on Renewable Energy,Patent on Process Optimization,29210,7,Data Analytics,Remote,shroffaniruddh@gala.com,4892067823,2026-02-13
OIL INDIA LIMITED,"Thiruvananthapuram, Kerala",90,95.09,73.02,B.A.,Lean Six Sigma Yellow Belt,Coursera: Data Science; IBM: Data Analyst,Civil,Oriya,Power BI; Communication; Tableau; MS Excel; HTML/CSS,24,"Lucknow, Uttar Pradesh",Developed a forecasting model,Automated invoice processing,None,Whitepaper on Supply Chain,Patent on Sensor Design,9514,3,Consulting,Onsite,isalvi@sengupta.com,3746100821,2025-12-15
